1000 10000
709 905 347
57 306 299
628 235 201
457 998 999
525 386 104
318 614 944
827 368 917
40 759 87
743 48 700
840 515 785
969 174 466
656 583 888
931 832 592
909 680 578
125 712 946
70 947 261
65 331 552
712 929 130
124 357 641
971 876 541
60 507 597
555 159 8
422 708 364
744 152 89
291 368 653
747 566 687
128 263 635
419 325 956
749 787 966
217 534 70
941 681 829
475 78 254
705 919 523
187 844 603
27 731 688
473 699 64
51 935 9
503 93 427
95 219 842
712 664 944
679 3 48
417 465 273
188 522 224
361 625 391
561 743 758
930 227 58
957 508 517
776 279 800
410 582 888
8 627 372
428 956 35
942 930 788
61 745 28
245 38 322
541 772 661
262 720 925
971 802 699
822 536 438
954 614 759
131 809 224
473 998 294
810 264 572
902 731 164
2 32 957
672 807 168
176 243 27
112 93 684
901 778 633
131 416 380
48 518 336
41 157 708
590 126 204
732 98 852
72 776 422
955 826 857
833 476 838
356 668 964
953 831 66
623 462 779
469 230 839
266 475 845
485 608 911
617 976 508
238 250 524
350 646 888
666 522 438
517 383 5
581 131 164
585 521 239
721 410 622
505 370 789
839 560 282
402 489 289
106 365 227
138 696 791
583 244 927
805 669 418
829 148 929
300 525 818
11 215 710
408 167 535
665 73 737
604 9 278
619 488 713
775 814 145
83 461 406
768 702 43
596 386 582
696 638 982
976 107 793
709 622 609
660 978 386
307 494 473
519 369 362
395 60 918
264 471 73
170 556 531
725 778 299
705 439 511
403 520 599
731 638 467
542 301 923
818 836 884
448 739 53
769 544 13
546 675 360
897 945 187
735 934 370
753 876 738
591 411 682
82 615 673
839 807 440
228 43 370
959 400 957
55 247 518
758 175 714
630 396 783
867 229 916
703 649 917
440 925 614
166 700 666
386 620 197
629 182 586
375 276 341
656 389 150
123 615 358
544 246 71
188 64 898
470 334 894
221 421 120
787 479 498
446 98 416
959 34 406
522 22 537
506 207 652
133 833 98
8 471 608
965 989 61
257 990 534
492 893 379
617 59 918
547 84 676
31 348 784
186 194 106
640 414 358
423 595 590
989 976 600
981 685 835
76 860 453
982 500 157
411 61 64
419 996 567
553 913 947
964 889 3
623 470 994
156 459 495
892 178 583
956 247 546
924 961 731
943 325 606
900 361 489
843 520 375
773 681 487
442 155 191
774 352 906
41 93 179
762 572 156
331 658 621
759 583 295
587 52 186
122 484 718
405 496 943
952 118 81
423 422 316
795 93 639
618 830 135
395 165 551
441 201 497
332 950 896
281 602 99
843 980 671
127 393 851
126 219 523
855 828 713
847 354 832
877 389 697
762 961 819
60 437 530
46 143 806
311 376 587
474 23 611
230 379 941
814 529 407
170 603 809
4 867 203
140 61 890
633 5 646
617 730 78
357 910 912
746 355 464
863 220 370
27 565 358
227 218 326
537 691 936
766 217 673
586 885 23
104 618 681
469 6 92
950 696 580
288 221 804
336 556 983
663 577 917
616 301 779
143 727 234
657 296 786
335 980 967
242 117 411
688 546 536
942 266 751
660 700 17
604 829 180
128 309 161
210 642 381
514 175 790
267 248 317
673 643 430
146 495 574
305 261 870
947 167 134
910 861 978
640 87 888
347 400 111
366 731 211
289 178 963
133 126 649
470 7 126
520 788 472
45 136 232
761 73 302
837 838 684
461 925 652
131 108 901
583 826 639
149 352 90
30 134 948
8 32 60
392 358 800
709 335 883
134 310 846
346 737 540
890 140 183
44 316 419
501 50 398
984 560 962
229 415 660
26 497 181
21 440 466
712 72 511
194 668 730
716 279 879
77 782 703
721 113 139
537 866 507
368 590 688
516 479 271
772 498 154
229 284 682
300 551 171
128 525 581
446 38 395
652 4 853
586 269 758
791 284 553
24 768 445
982 430 848
778 734 814
675 550 178
843 531 595
296 360 962
98 111 656
123 54 383
193 296 493
158 477 210
816 928 89
131 886 477
96 849 698
702 332 25
762 951 280
538 547 680
541 772 593
472 126 7
169 720 56
342 556 518
990 814 339
553 894 644
312 53 959
764 849 84
260 85 851
735 902 123
639 8 620
957 389 435
78 661 980
739 347 632
345 74 303
505 721 648
916 559 360
770 682 795
602 621 670
96 395 295
910 162 625
914 144 124
882 845 120
12 492 342
960 506 947
131 311 632
97 763 270
335 681 764
325 93 96
880 774 1
486 975 396
984 522 361
299 78 481
631 254 940
475 262 929
11 963 570
800 1 868
772 713 626
944 247 330
765 236 258
931 448 736
695 338 370
614 640 912
829 610 793
871 277 469
60 428 894
510 852 446
870 698 880
644 297 832
514 536 869
691 978 633
787 269 955
612 555 449
368 450 591
713 412 754
808 774 123
772 607 220
16 818 950
521 621 98
411 44 934
169 418 896
93 515 70
725 833 977
228 840 492
21 781 245
651 74 271
462 667 417
306 242 678
372 407 533
854 755 237
296 955 848
376 53 483
354 54 261
984 88 529
869 288 375
16 679 744
395 359 362
736 961 847
241 32 457
856 196 769
935 245 316
106 582 662
128 856 68
199 548 642
489 52 880
358 902 122
504 9 672
718 76 203
140 792 394
853 313 370
240 883 597
110 852 990
769 147 854
749 712 666
773 618 614
844 485 632
630 122 222
839 249 943
970 768 832
404 398 490
70 472 658
40 342 709
665 290 200
657 729 526
487 321 640
304 788 406
562 371 232
246 355 706
861 587 173
962 55 651
464 872 746
138 710 414
409 122 531
768 55 969
16 381 730
733 367 666
227 691 252
162 18 926
435 161 634
155 582 139
969 203 317
507 254 800
920 506 682
634 245 263
906 812 743
332 921 174
689 252 36
106 963 920
940 796 15
832 84 103
859 484 873
433 201 481
396 339 81
146 683 730
614 693 714
873 707 231
680 619 855
185 215 510
368 888 592
697 660 425
119 842 431
12 208 418
872 455 863
93 249 492
575 101 462
51 832 787
468 755 767
746 630 169
648 217 409
638 205 668
953 724 36
735 492 563
553 938 604
674 239 851
744 28 161
640 630 413
2 146 351
407 83 936
297 484 115
993 288 70
656 955 491
593 523 100
1 807 632
476 186 955
996 855 156
569 885 442
972 930 358
491 448 522
671 274 652
987 284 56
477 411 457
4 887 972
661 206 682
240 307 217
922 697 500
802 337 257
833 806 360
833 425 320
617 261 713
546 6 117
717 79 713
220 764 467
770 881 917
276 26 189
578 50 633
876 4 839
408 562 729
237 681 428
117 82 480
615 532 245
189 889 861
187 996 377
372 197 784
415 153 487
287 807 592
568 655 45
654 568 753
282 940 438
835 101 741
180 427 399
592 561 543
895 57 958
595 97 719
251 589 751
620 968 488
76 631 65
838 337 487
46 21 543
473 317 741
319 992 969
610 261 498
396 929 308
539 425 42
920 880 891
861 141 958
800 414 806
119 541 550
463 428 780
128 800 975
988 333 621
957 759 950
675 993 345
720 875 426
72 138 714
576 578 292
918 200 20
621 636 624
697 673 711
295 731 257
836 733 765
560 631 113
813 132 942
964 714 807
925 731 837
943 675 162
979 587 490
769 616 424
29 850 937
608 947 797
314 854 761
678 164 387
44 329 345
609 193 438
509 598 364
359 111 790
330 638 964
471 345 477
532 909 283
644 369 266
615 530 396
632 14 377
909 792 639
862 522 595
387 580 438
11 675 103
738 274 530
643 605 680
49 530 659
924 518 992
804 77 740
986 297 569
363 40 923
775 269 364
468 74 308
699 914 487
919 646 14
257 457 458
179 969 247
521 848 84
687 24 757
987 920 543
793 910 901
518 332 345
870 872 256
793 573 242
54 978 738
565 692 865
619 4 164
107 659 436
898 771 566
8 445 456
338 472 110
164 53 303
469 529 451
819 914 266
625 799 675
952 349 325
974 490 854
841 241 880
87 651 565
131 763 351
786 461 749
933 926 107
569 524 865
370 101 24
423 772 733
98 300 393
549 282 516
791 327 173
298 86 408
931 555 76
713 604 406
495 487 979
378 778 530
957 259 928
988 700 717
356 997 10
152 802 711
684 428 692
533 840 420
544 579 435
531 283 680
459 630 564
468 552 50
486 342 12
589 275 358
450 683 828
344 546 161
193 789 667
275 381 293
328 900 85
634 710 104
195 753 745
488 192 182
483 981 801
742 745 999
503 534 266
161 764 530
855 959 98
313 260 70
313 755 759
232 557 687
694 842 22
853 433 714
418 699 498
664 561 793
847 834 715
917 532 945
507 137 231
878 564 392
382 284 210
399 899 115
822 928 717
264 739 726
636 743 796
667 210 45
872 888 656
645 34 988
22 780 162
577 106 957
154 712 842
839 57 30
152 448 759
625 497 844
84 949 608
713 397 312
125 524 100
745 146 183
595 305 902
367 605 91
54 936 945
539 340 109
106 783 564
335 263 126
146 8 563
926 740 468
807 438 636
950 880 415
933 403 551
503 726 359
471 745 787
259 530 716
468 924 875
120 821 84
245 857 163
135 450 887
569 552 127
427 31 630
115 273 274
465 70 298
441 360 167
434 160 73
19 664 706
566 147 830
251 205 628
319 442 557
779 893 767
214 973 240
486 322 968
22 67 729
335 481 384
931 861 885
168 228 37
382 426 768
970 34 822
411 355 96
262 561 354
832 150 406
480 414 68
237 872 697
848 761 545
922 281 583
491 648 947
276 725 449
891 718 659
177 141 618
384 846 298
384 743 421
675 781 294
68 736 40
523 658 798
330 916 571
252 782 755
104 773 474
738 19 254
59 794 33
457 946 685
306 612 218
280 202 438
699 580 894
337 848 884
593 735 405
676 453 805
945 120 461
63 782 249
826 558 884
220 708 661
718 248 294
659 209 64
550 676 219
18 168 610
232 184 519
118 162 74
676 839 444
821 755 374
861 944 183
740 738 49
629 281 459
76 703 284
454 961 665
766 106 802
737 187 216
917 782 49
975 368 420
644 603 853
853 405 79
27 979 622
626 657 558
489 898 189
504 721 5
601 573 228
827 644 32
586 275 842
56 270 428
839 947 900
702 981 445
994 502 216
682 922 998
687 582 97
967 621 748
595 865 380
135 721 552
770 61 219
342 985 340
159 304 777
596 680 970
734 53 121
904 745 339
245 762 46
116 556 801
424 563 925
992 461 33
42 155 922
409 387 799
636 965 741
588 491 785
443 591 406
26 905 758
365 575 89
276 910 903
958 738 663
156 117 297
772 782 135
212 359 239
284 482 352
588 679 471
307 10 44
702 59 541
607 244 341
591 841 355
716 15 38
322 421 811
969 643 4
721 79 3
851 292 992
680 956 196
276 346 563
843 724 394
517 604 629
242 455 168
778 264 170
852 169 294
794 891 668
848 618 21
96 511 690
889 483 136
535 100 476
808 614 936
119 710 374
46 513 337
1 665 71
723 243 142
366 604 897
837 794 681
838 678 547
420 679 927
623 46 442
945 863 658
832 20 251
646 986 531
939 815 794
19 778 903
170 940 284
401 858 167
317 864 653
520 937 122
139 882 166
58 297 700
666 897 603
902 535 152
475 549 733
669 161 745
849 429 454
632 218 39
821 479 597
75 821 198
907 707 906
809 757 275
983 662 748
731 330 469
779 131 732
415 858 592
947 935 126
382 862 929
105 77 947
448 384 942
861 195 243
972 330 338
934 252 652
460 616 568
430 685 177
439 408 276
418 980 509
263 340 291
427 871 522
273 412 827
821 48 61
821 870 414
280 682 121
996 718 46
418 21 337
591 316 883
926 108 658
933 722 976
111 143 448
828 686 591
404 447 439
928 473 214
851 235 137
628 637 970
866 703 941
903 499 309
175 228 470
710 963 254
979 902 954
373 489 495
458 198 133
218 161 72
917 340 393
340 801 542
689 86 39
43 616 233
382 37 120
186 990 715
861 450 184
448 271 874
380 898 333
463 822 128
300 920 975
994 843 336
684 370 375
714 452 4
509 232 466
52 910 429
205 580 17
730 760 596
356 990 216
390 454 958
707 243 560
867 998 798
689 534 717
635 686 674
584 853 332
324 247 708
696 575 595
591 239 7
643 908 394
518 359 651
598 460 43
706 37 263
99 203 557
950 344 436
501 238 177
185 435 136
237 440 15
201 410 864
476 896 287
525 458 708
437 691 188
947 99 740
214 408 161
485 216 298
528 454 589
136 243 923
808 499 962
757 801 834
661 340 817
715 659 165
517 263 340
847 284 602
160 645 968
554 829 755
576 1 743
946 612 546
54 320 84
448 966 249
372 954 130
792 489 488
247 123 425
342 227 784
589 808 527
798 566 912
515 945 685
180 983 746
123 102 154
953 534 216
806 583 442
996 359 818
864 938 47
275 930 553
523 496 446
155 517 656
665 641 397
819 734 664
754 269 563
889 348 730
74 247 58
506 112 346
661 844 453
493 577 73
669 958 915
305 837 435
459 755 311
855 418 968
56 981 80
505 264 448
709 889 254
180 312 840
876 345 111
127 905 286
865 546 170
75 360 860
387 641 704
706 945 620
288 811 120
364 501 26
451 771 574
991 270 863
170 488 618
287 551 749
14 151 462
306 852 872
77 140 359
971 613 201
394 956 481
597 538 749
69 977 237
303 548 930
958 346 256
428 611 418
586 623 712
623 427 538
25 771 554
449 661 825
567 8 878
837 235 400
65 776 357
86 628 944
497 925 790
880 206 719
520 937 593
487 72 945
340 7 888
648 541 423
835 808 958
974 8 188
559 124 592
786 449 657
518 46 557
525 886 922
672 498 402
997 706 910
307 61 293
56 534 831
57 24 71
729 197 25
784 889 222
501 155 825
948 570 694
412 130 606
999 128 322
978 701 703
834 287 772
616 897 606
941 102 384
542 194 594
710 163 598
772 761 91
928 640 969
289 832 303
880 372 529
362 839 452
256 116 643
843 962 961
275 158 983
695 71 595
672 618 937
471 232 623
480 281 225
685 146 850
500 427 739
356 514 688
922 290 293
246 571 629
513 150 70
788 422 300
932 131 613
219 337 108
858 181 447
289 505 113
628 869 155
952 903 419
630 373 287
941 431 59
816 526 201
937 435 152
912 55 48
424 767 14
380 311 41
136 496 159
361 782 77
543 147 494
838 748 199
890 662 932
678 474 348
243 942 784
44 485 996
556 764 77
522 827 556
397 733 135
224 762 533
252 674 643
713 122 269
864 180 912
796 867 433
362 897 314
794 851 84
596 108 850
690 21 909
684 368 758
280 774 1000
800 897 789
114 520 985
363 192 608
173 317 449
429 487 547
962 106 956
5 259 877
575 437 705
516 599 812
337 868 417
606 952 800
472 358 607
104 981 191
866 155 419
184 398 380
20 808 807
811 766 815
784 296 611
271 950 148
903 645 996
276 269 134
977 121 418
632 881 902
614 38 816
7 800 798
435 560 602
874 459 450
704 551 397
400 322 758
834 831 773
818 896 611
354 816 737
947 33 983
176 998 685
786 833 992
839 645 371
883 197 431
715 872 389
191 347 313
707 758 30
813 802 169
604 579 578
62 660 290
759 486 252
58 886 773
974 268 698
415 28 348
156 114 135
754 581 410
397 736 652
584 477 662
224 738 702
965 238 237
939 993 176
923 380 321
800 785 560
321 181 2
247 27 222
515 44 601
184 592 831
951 934 2
382 279 911
771 787 631
25 657 533
724 5 776
351 609 901
69 181 965
732 499 882
72 529 177
535 747 237
818 445 816
225 231 213
892 378 716
471 519 15
590 166 981
110 231 468
318 553 318
688 342 436
210 805 712
601 595 465
353 924 879
552 769 82
943 706 56
781 222 385
646 680 262
329 89 492
176 553 424
9 682 201
922 18 633
902 256 354
220 457 408
568 263 979
824 957 264
866 656 916
145 174 110
878 847 277
203 295 204
939 482 417
760 105 502
846 474 76
91 93 455
897 731 633
166 70 575
188 772 958
905 218 540
494 87 861
476 32 303
803 610 480
625 812 611
49 211 924
644 244 680
512 655 943
968 721 482
684 193 9
498 517 343
766 668 24
829 271 230
380 201 441
394 542 562
120 741 951
500 901 253
341 565 701
129 513 592
581 814 196
426 540 928
338 837 276
993 454 669
140 147 874
533 774 255
7 581 158
112 991 154
64 617 314
367 136 139
292 905 96
463 497 604
795 999 489
585 106 180
493 14 890
211 833 766
508 600 275
549 636 138
616 283 343
252 129 784
686 900 733
38 293 436
991 630 676
103 299 112
256 100 861
354 334 367
340 195 490
535 259 912
151 687 540
327 306 880
765 594 608
582 50 950
338 442 603
991 977 83
362 270 366
824 296 254
678 510 244
942 706 871
389 691 192
78 740 52
163 426 220
652 551 305
227 426 539
894 767 746
384 236 541
241 715 629
554 358 514
488 162 957
286 123 610
488 139 87
461 553 765
16 505 889
558 143 11
81 345 907
440 536 470
314 962 533
224 993 403
388 829 101
473 19 496
509 382 481
262 941 212
252 603 981
646 317 57
125 917 358
343 300 88
578 703 520
18 985 454
599 629 144
998 103 324
735 747 947
682 429 723
318 769 903
808 855 687
27 870 232
223 528 264
595 696 671
437 510 367
761 608 331
31 505 788
203 628 540
587 61 3
666 573 353
172 584 153
374 686 184
208 397 974
690 978 17
762 187 919
392 933 354
529 278 426
426 356 61
60 697 707
179 352 106
755 631 728
702 50 479
717 34 674
507 980 771
494 495 304
80 290 732
904 587 698
732 646 943
250 291 65
297 939 330
251 240 100
194 9 994
555 311 870
902 260 403
818 525 964
658 852 879
573 545 736
610 241 187
540 167 407
457 852 259
253 245 740
138 334 531
853 522 359
218 251 188
352 878 829
538 681 841
453 695 690
300 149 900
923 339 970
291 158 83
396 331 761
363 375 449
69 590 364
681 799 748
979 372 723
678 121 220
76 84 670
212 451 919
130 264 147
91 813 583
221 640 435
89 718 820
224 397 811
769 909 188
850 653 193
14 538 503
566 811 723
124 580 698
554 777 930
833 960 546
966 389 707
553 476 936
515 460 874
787 955 920
125 93 128
890 44 748
352 6 803
378 335 406
776 994 592
703 67 73
48 11 338
135 117 203
791 103 687
829 426 1
787 348 911
773 890 617
699 288 111
793 236 817
768 78 369
523 44 979
325 774 739
996 854 325
342 922 417
652 910 173
497 999 484
811 432 930
32 196 343
429 153 422
35 853 15
989 982 282
283 340 750
52 999 214
457 540 664
996 155 469
997 445 220
321 112 521
122 599 94
189 175 38
205 406 136
38 213 693
759 851 572
971 659 357
438 582 102
438 756 662
574 272 905
301 243 82
631 142 677
138 254 367
409 66 384
209 239 751
637 444 352
384 63 517
631 460 303
220 763 758
681 114 9
604 731 96
731 977 887
792 58 239
329 701 275
540 200 251
811 201 705
205 935 616
801 70 511
468 486 449
428 316 894
495 558 838
711 892 362
279 622 41
496 917 782
364 20 563
552 903 84
425 974 635
195 858 720
177 412 809
515 796 100
6 239 904
86 175 224
454 332 839
463 913 484
517 712 734
905 318 729
488 57 287
142 101 334
999 645 839
708 243 562
990 797 800
950 391 225
641 788 248
352 86 932
885 780 713
859 390 207
69 414 286
493 479 47
672 72 510
293 510 43
859 437 962
559 748 655
963 371 96
62 445 648
28 440 887
413 507 607
118 220 152
674 525 920
524 671 119
643 435 268
95 327 69
594 848 432
977 369 574
686 224 846
917 962 249
288 303 671
227 977 903
251 986 975
393 635 770
131 918 796
399 68 956
730 619 124
986 483 696
500 137 96
538 80 242
552 913 668
967 111 531
632 936 625
66 168 23
697 393 690
246 798 605
81 904 693
580 762 917
796 187 845
515 297 379
844 699 192
762 664 171
556 405 876
608 682 966
493 509 932
401 748 985
428 833 584
205 922 352
879 386 467
814 593 524
746 917 361
273 169 115
249 657 93
163 653 517
776 336 588
890 932 624
846 718 985
441 748 579
386 663 493
341 609 18
323 934 668
148 993 647
289 870 287
619 75 447
548 461 279
909 476 166
54 726 668
736 280 368
630 198 323
568 256 932
351 317 3
469 53 899
243 210 873
503 533 707
122 227 786
443 578 491
571 285 422
195 37 26
641 127 182
688 232 452
467 513 838
309 996 804
657 822 753
57 755 68
632 24 118
799 233 669
74 968 679
151 924 350
916 283 913
813 243 127
884 28 59
641 229 669
50 570 1000
401 308 980
287 198 120
123 215 793
397 546 185
305 997 618
213 337 410
904 453 96
546 45 309
335 612 76
701 149 309
347 372 944
833 479 336
102 424 14
825 162 424
686 346 544
111 496 710
128 764 989
138 226 712
429 808 742
342 782 444
583 303 673
822 590 393
757 285 570
861 157 633
188 102 905
5 805 998
547 601 527
363 340 358
29 254 716
943 946 107
925 665 878
956 35 171
306 194 716
33 967 639
467 585 482
861 220 626
287 26 486
835 163 733
465 18 912
574 798 546
971 407 874
588 23 581
875 2 885
583 965 992
239 857 312
894 983 768
853 690 267
955 982 130
496 543 572
541 859 967
17 712 171
381 202 450
83 882 588
664 950 46
814 93 908
503 512 38
958 534 227
694 100 933
656 969 812
598 574 863
432 618 171
801 226 809
685 504 203
953 522 272
951 211 279
782 75 458
340 761 3
511 970 149
218 501 82
599 224 847
87 439 769
600 511 442
147 112 302
22 604 281
979 707 167
848 75 18
419 492 524
73 39 688
912 580 133
588 789 33
677 378 429
236 591 881
741 525 269
352 234 286
587 740 212
617 705 864
624 278 198
264 244 250
319 697 88
534 434 516
257 51 940
423 622 739
192 317 17
211 259 230
867 598 529
597 429 412
500 310 49
555 247 329
134 831 422
811 731 566
789 998 919
198 614 350
391 947 448
652 948 922
108 89 790
275 888 510
790 270 314
376 176 356
979 127 278
624 256 942
286 252 942
135 165 784
124 669 164
377 811 527
597 346 141
912 792 648
198 525 410
134 740 393
535 704 386
992 218 701
56 645 393
180 718 420
332 886 726
32 74 59
310 470 481
441 6 324
870 65 71
82 355 714
196 832 358
137 37 147
945 398 387
113 897 957
18 737 715
344 505 232
951 539 556
897 568 425
681 588 221
889 199 9
644 483 930
306 583 712
81 707 905
322 139 181
850 203 822
360 560 766
369 199 337
882 735 120
282 785 472
611 244 498
350 526 251
683 18 567
846 998 243
675 997 339
534 325 502
556 188 955
67 525 61
9 471 664
613 338 497
274 14 937
545 287 371
243 102 317
362 510 492
81 828 948
573 585 120
661 309 666
252 576 388
759 147 873
296 979 531
643 541 907
268 753 930
667 188 161
76 160 696
166 565 561
717 310 437
458 772 945
931 203 229
670 629 374
24 149 460
436 412 15
197 970 526
886 409 63
804 672 6
745 577 713
813 557 371
441 849 627
696 575 228
849 409 74
850 37 915
327 311 161
755 326 699
9 406 804
197 915 299
558 678 377
397 465 688
702 828 905
519 22 423
589 265 304
166 15 63
186 873 46
905 792 637
340 734 841
852 614 708
682 835 990
828 124 369
877 345 142
705 161 611
841 815 666
311 281 947
112 232 21
777 82 996
489 715 708
444 544 143
68 563 835
648 533 151
820 538 546
641 542 197
559 744 546
61 125 837
513 277 372
275 509 336
351 44 920
221 975 424
463 879 552
583 863 54
142 290 64
778 211 138
83 77 336
988 864 677
923 515 744
763 195 65
381 87 911
212 275 968
575 720 211
993 98 796
269 448 159
843 220 787
748 100 458
695 622 867
792 508 665
226 737 88
371 426 137
394 961 365
255 346 834
832 664 742
377 430 573
299 321 362
422 96 175
493 880 980
439 357 588
729 589 47
268 12 81
135 39 450
837 72 80
322 968 714
966 714 699
916 310 161
753 351 563
61 653 988
73 441 696
890 777 840
578 263 130
375 896 924
117 276 21
605 483 443
81 774 522
827 17 890
31 661 972
267 308 866
479 958 281
161 197 347
151 670 155
361 132 94
777 476 165
720 133 938
716 834 172
869 8 321
923 190 301
504 885 521
81 526 96
480 260 804
631 65 766
377 482 31
98 165 77
429 744 460
932 749 543
197 128 314
363 769 652
859 703 476
789 476 78
880 84 334
286 613 584
834 943 447
361 164 867
659 539 373
179 2 320
422 244 813
727 874 791
71 77 139
835 439 373
451 256 598
164 1 145
407 529 897
272 694 239
859 295 732
297 851 564
678 338 39
619 539 638
769 763 454
710 478 310
335 717 712
342 179 198
670 143 583
828 948 604
259 199 413
254 612 875
359 755 651
171 388 977
815 421 670
17 476 709
529 755 181
289 486 824
947 190 227
100 118 737
137 60 613
968 329 628
605 188 347
373 909 139
958 148 654
525 704 553
18 870 143
816 75 950
946 959 56
283 266 352
565 402 66
23 555 911
313 323 100
541 218 810
270 708 945
475 650 291
448 639 296
628 379 153
193 951 223
767 487 760
81 751 57
859 788 145
209 35 272
252 560 631
328 218 381
482 245 818
972 950 934
806 848 60
497 440 787
933 399 36
52 47 672
662 304 34
815 340 32
987 319 352
527 544 985
517 716 205
458 551 372
627 647 856
542 885 959
371 189 928
509 318 388
709 740 970
595 744 106
791 805 55
769 571 623
758 452 394
575 763 887
564 177 330
524 852 577
461 432 652
809 358 543
933 960 452
688 72 796
698 75 945
638 168 140
875 544 141
944 297 90
183 539 264
292 965 958
123 477 785
786 4 133
39 442 962
64 123 626
882 352 493
590 514 972
896 151 242
70 951 630
446 219 631
122 574 201
325 792 266
93 499 93
167 729 173
100 257 822
706 364 830
286 620 972
477 573 447
729 669 53
838 629 821
750 414 49
928 966 94
322 141 608
881 629 893
239 355 366
431 184 333
416 862 199
457 995 78
536 673 1000
169 428 842
19 172 295
983 435 282
227 848 300
876 530 854
873 953 387
570 41 866
929 270 999
436 269 275
885 825 284
63 295 767
204 394 825
10 298 923
101 104 202
52 929 863
698 977 507
132 971 193
880 708 664
928 34 532
254 236 323
497 569 751
145 508 472
313 29 616
30 966 567
377 688 63
865 759 276
454 416 229
871 993 589
870 823 854
143 640 489
390 443 132
469 509 290
448 399 812
564 33 589
980 58 602
57 129 219
490 757 127
688 62 43
125 830 28
671 741 654
767 889 681
828 37 393
749 668 663
230 495 319
74 904 978
503 795 265
384 554 243
964 479 615
463 521 137
215 627 298
418 597 438
943 939 520
784 77 525
424 241 289
353 133 313
729 109 532
485 840 859
883 474 47
634 692 278
418 968 311
874 622 857
703 691 722
892 12 211
584 531 902
290 978 770
799 93 647
666 480 721
892 471 679
905 482 357
615 371 924
947 639 744
394 171 409
82 875 150
248 422 306
103 652 929
777 521 64
521 70 81
385 64 107
33 862 519
77 52 285
621 310 793
672 978 186
613 854 679
626 219 628
785 963 215
425 295 242
771 627 469
238 928 987
594 752 241
808 570 965
766 807 923
921 616 836
81 404 575
879 69 780
496 4 935
604 483 178
540 12 75
142 576 219
920 729 902
667 688 345
576 609 185
488 185 183
918 509 325
277 592 31
354 719 265
679 773 605
166 70 833
799 378 213
246 908 911
760 98 276
855 755 319
799 635 837
335 600 590
25 746 868
337 559 150
403 704 414
464 670 158
461 355 396
20 402 650
29 897 928
808 576 113
774 847 653
86 568 312
752 913 669
147 63 628
412 590 371
878 419 439
831 1000 917
308 675 725
217 723 134
13 786 171
148 726 588
476 619 145
597 75 299
562 679 97
580 419 246
322 740 748
358 398 451
868 205 905
582 614 125
164 605 536
592 845 144
845 837 785
470 60 43
595 980 598
247 929 962
809 418 511
204 160 349
299 216 584
298 378 145
193 546 442
648 882 303
1000 300 517
619 618 311
721 230 861
608 476 519
742 581 32
991 835 36
855 963 375
146 605 368
970 469 362
849 788 300
608 583 324
927 673 478
90 572 659
684 877 80
41 592 403
640 467 727
491 86 462
224 117 584
33 793 945
737 412 361
202 428 413
799 20 915
141 416 576
11 45 132
662 366 528
517 542 165
633 94 189
785 501 608
287 203 609
154 580 210
24 358 446
721 136 17
807 731 636
885 716 717
688 507 250
517 563 299
553 14 189
262 155 139
383 45 909
6 715 234
166 228 267
70 48 703
756 10 919
425 763 792
422 105 42
945 693 661
161 895 601
872 934 105
131 734 411
919 273 321
373 19 14
206 604 683
305 722 393
252 105 618
19 499 866
918 200 783
58 5 731
215 613 252
809 199 376
732 775 66
937 805 245
701 446 642
887 332 276
954 307 923
632 513 794
815 486 228
895 562 425
832 69 124
281 495 895
823 661 876
560 776 722
447 637 671
804 108 360
110 788 405
901 904 281
892 363 9
990 434 499
29 893 507
366 438 65
770 412 962
278 485 738
790 716 558
490 527 441
257 656 58
431 910 715
777 347 112
897 798 346
266 29 129
574 468 198
926 189 74
725 299 29
457 174 305
275 780 391
65 730 818
799 174 565
128 432 832
644 111 455
358 791 778
139 13 597
237 537 312
644 234 334
225 236 268
622 970 14
84 566 290
55 600 204
406 310 549
875 58 500
405 987 310
827 355 125
37 109 409
742 272 184
904 883 832
732 972 728
886 819 768
879 406 821
487 677 658
557 492 9
150 758 84
333 735 222
709 924 755
265 660 563
436 331 564
159 914 872
202 29 608
842 458 838
824 444 445
414 786 959
103 937 504
777 823 225
163 7 880
112 930 244
742 143 385
374 525 83
971 520 167
949 145 497
110 590 153
359 517 2
597 935 355
905 221 433
868 285 580
483 238 906
523 237 488
14 656 363
924 721 204
62 657 808
958 466 4
923 208 14
821 417 855
672 50 297
102 116 49
25 424 214
478 166 702
451 807 99
736 117 729
281 518 393
37 812 961
697 753 266
9 874 557
30 275 121
819 640 656
730 771 849
584 29 626
391 836 108
686 710 68
220 733 107
519 929 252
61 523 401
294 688 775
419 2 597
524 997 120
603 90 700
17 52 407
24 35 719
497 446 192
551 47 22
558 688 520
599 826 542
462 58 896
898 931 145
511 268 225
784 239 991
317 963 349
814 688 560
384 931 461
720 468 718
20 637 656
651 534 848
858 137 54
411 152 248
105 565 517
583 952 730
292 753 954
970 907 214
679 263 684
448 708 198
737 694 289
947 305 764
279 637 29
616 25 471
987 728 126
204 530 473
233 847 220
976 318 691
412 217 82
28 273 330
418 166 298
359 107 597
612 937 174
442 596 638
556 511 651
970 28 606
140 259 548
915 795 892
432 610 156
679 55 12
814 281 978
924 530 975
684 1 512
220 344 256
393 758 279
74 724 247
49 331 14
651 331 479
617 870 20
727 16 347
206 637 302
643 975 788
890 202 178
334 767 802
614 585 834
415 281 966
114 471 627
